StoreNumber,Country,Longitude,Latitude
2765,USA,-83.23839384,42.14246679
2766,USA,-86.34185641,39.94677709
2767,USA,-94.572603,39.182237
2768,USA,-83.95204338,38.06827946
2769,USA,-92.16185465,37.82877301
2770,USA,-82.016921,41.469943
2771,USA,-79.754639,36.113495
2772,USA,-81.277206,32.078107
2773,USA,-82.59950862,36.55794667
2774,USA,-97.846322,30.55965
2776,USA,-86.56874555,36.69553959
2778,USA,-78.907787,35.940909
2779,USA,-96.69832,32.941927
2780,USA,-104.702555,39.596838
2781,USA,-121.975621,47.861183
2783,USA,-117.702195,33.980851
2785,USA,-70.95122755,42.11562839
2786,USA,-98.535892,29.351465
2788,USA,-87.283911,30.532597
2789,USA,-98.427218,29.34818
2790,USA,-121.901125,37.380312
2792,USA,-116.393464,43.590018
2793,USA,-117.192769,47.66477
2795,USA,-75.28736006,38.5711232
2798,USA,-100.4814111,28.69897508
2800,USA,-79.376067,39.444905
2801,USA,-101.905836,35.210607
2803,USA,-80.063931,34.36442
2806,USA,-104.755858,38.84048
2808,USA,-111.720474,33.263681
2809,USA,-79.494413,37.32389
2810,USA,-78.407323,37.265331
2812,USA,-98.132835,29.682395
2813,USA,-81.231713,32.275552
2816,USA,-77.49340176,40.06309283
2819,USA,-75.86180716,40.30979307
2820,USA,-112.2676717,33.71240778
2821,USA,-95.087159,29.471224
2822,USA,-95.507388,30.071249
2823,USA,-84.16936294,36.34307779
2824,USA,-98.280663,29.595305
2825,USA,-96.63743,33.221036
2826,USA,-77.396696,39.44601
2828,USA,-78.371832,38.236673
2833,USA,-110.0194236,34.19758291
2834,USA,-109.5679737,40.43493755
2837,USA,-77.318144,35.588025
2838,USA,-84.45370956,34.23491192
2840,USA,-97.351475,30.11464103
2842,USA,-121.921697,37.350074
2844,USA,-115.28489,36.298779
2845,USA,-112.062646,41.140482
2847,USA,-90.51623226,36.06148074
2848,USA,-75.947939,39.60998
2849,USA,-94.38921422,36.83950475
2851,USA,-86.76135146,36.24668278
2852,USA,-82.785184,39.984815
2853,USA,-84.221551,39.380038
2854,USA,-97.49800369,35.67906555
2855,USA,-93.94560542,44.16094183
2856,USA,-117.197537,34.107717
2858,USA,-111.967062,41.265544
2862,USA,-78.209745,37.979102
2863,USA,-71.45545815,41.8634038
2865,USA,-121.17582,44.265458
2866,USA,-85.04093545,35.46658375
2867,USA,-82.240588,41.413967
2868,USA,-87.472905,46.549517
2869,USA,-78.717615,34.300935
2870,USA,-77.518133,38.358379
2872,CAN,-77.404119,44.19637
2878,USA,-96.728094,33.128113
2879,USA,-106.6589271,35.27643561
2884,USA,-85.44860144,31.266934
2885,USA,-86.21703873,32.50810234
2886,USA,-86.121449,30.697449
2888,CAN,-78.916815,43.925462
2889,CAN,-80.561001,43.437298
2893,USA,-77.07208608,41.76841455
2894,USA,-76.00833193,40.56294975
2895,USA,-122.163148,47.169411
2898,USA,-98.713311,29.488341
2903,USA,-97.70521523,35.38901484
2904,USA,-80.415756,25.682784
2905,USA,-79.049788,35.025654
2907,USA,-80.636793,35.062691
2908,USA,-84.05511272,34.03629206
2910,USA,-72.90409135,41.61151943
2918,USA,-77.367868,37.250674
2920,USA,-81.085331,35.119904
2921,USA,-72.69001013,40.92483787
2922,CAN,-76.569558,44.26254
2927,USA,-73.75008612,42.2799052
2928,USA,-106.265015,31.804809
2929,USA,-96.609995,33.013541
2930,USA,-83.22270726,41.11197792
2933,USA,-82.490014,27.224686
2934,CAN,-79.691915,44.355298
2935,MEX,-100.242919,25.694874
2936,MEX,-100.277599,25.770974
2938,USA,-71.99607499,41.58700564
2939,USA,-80.071377,37.290256
2940,USA,-123.146024,44.04878
2942,USA,-85.97786379,41.72578068
2943,USA,-94.44621965,39.04488559
2944,USA,-83.340566,40.237319
2945,USA,-85.70320988,38.00370677
2948,USA,-80.144574,32.93882
2951,CAN,-79.548972,43.707862
2952,CAN,-113.488014,53.441884
2953,CAN,-113.960987,50.930402
2954,USA,-122.4804109,45.6146131
2955,USA,-149.738842,61.230445
2956,USA,-119.251753,47.106374
2961,USA,-97.856902,30.013807
2962,USA,-102.3396788,31.89793852
2965,USA,-92.41353943,31.35899498
2967,USA,-81.22694,33.91034
2968,USA,-85.075524,33.541837
2969,USA,-83.91111681,33.84928637
2970,USA,-81.832407,30.104109
2974,USA,-81.932221,36.712431
2975,USA,-90.09629655,29.88099334
2978,USA,-84.17516741,40.56599723
2980,USA,-97.98178417,26.17495892
2981,USA,-80.728931,35.375679
2982,USA,-77.788989,34.302217
2984,USA,-82.505543,29.801511
2991,USA,-91.39909072,39.72094994
2993,USA,-82.45125683,36.30274741
2995,USA,-76.570655,39.383442
2996,USA,-79.939266,36.41492
3000,USA,-111.929769,33.376461
3002,USA,-98.26891584,30.60456122
3003,USA,-87.31843581,36.5127002
3006,USA,-86.95172611,34.46250933
3007,CAN,-113.986182,51.209564
3008,CAN,-75.911659,45.285796
3009,CAN,-75.512033,45.451838
3010,CAN,-82.968181,42.253574
3015,USA,-92.10314261,29.97033291
3022,USA,-77.546585,35.883171
3026,USA,-80.94160519,34.13962183
3027,USA,-95.562428,29.566186
3028,USA,-90.140374,38.737526
3032,USA,-96.25717243,30.56217934
3033,USA,-89.23772301,31.35367488
3034,USA,-119.71691,39.530394
3039,USA,-86.9702533,33.61371921
3040,USA,-80.858481,35.000057
3041,USA,-89.02878397,34.48988313
3045,USA,-117.409148,47.718317
3048,USA,-106.7526363,34.81582404
3050,USA,-82.664309,34.482921
3051,USA,-80.024692,40.568823
3056,CAN,-122.9531206,49.18821859
3059,CAN,-113.996976,51.070939
3062,CAN,-79.81573,43.414582
3066,CAN,-82.347525,42.986797
3071,USA,-82.787569,34.68946
3085,CAN,-80.944512,46.50115
3088,USA,-92.42097,39.443694
3089,CAN,-75.716015,45.337364
3092,CAN,-79.128115,43.071586
3095,USA,-122.405123,37.739635
3096,CAN,-79.544412,43.620928
3097,CAN,-79.532778,43.795142
3151,USA,-117.904564,34.105033
3158,CAN,-113.399805,53.615058
3164,USA,-122.02872,38.293504
3166,USA,-86.419449,30.391271
3167,USA,-104.262269,32.443371
3169,USA,-75.30060887,39.96766218
3201,CAN,-79.0687974,43.84615218
3202,USA,-103.1544338,32.74191363
3206,USA,-106.072848,39.625712
3208,CAN,-104.64762,50.403913
3211,CAN,-113.645213,53.542527
3216,USA,-75.669954,36.026228
3224,CAN,-80.320749,43.408657
3227,MEX,-100.4013157,25.73197954
3233,MEX,-100.972882,25.44915569
3235,MEX,-110.9742022,29.07029358
3236,MEX,-107.4151557,24.81392403
3240,USA,-120.4955858,46.56370771
3255,MEX,-106.11371,28.62534
3265,MEX,-100.256172,25.586756
3501,USA,-74.05484,40.15435
3608,USA,-79.13451211,35.45286801
